7.51928 ,4.91801 ,3.01008 ,17.79776 ,53.91940 ,1.46448 ,8.96698 ,2.40402 
7.51842 ,4.92261 ,3.01699 ,17.79414 ,53.90844 ,1.46564 ,8.96940 ,2.40436 
7.51796 ,4.92752 ,3.02488 ,17.79052 ,53.89535 ,1.46687 ,8.97215 ,2.40475 
7.51791 ,4.93192 ,3.03246 ,17.78773 ,53.88187 ,1.46799 ,8.97495 ,2.40517 
7.51787 ,4.93628 ,3.03987 ,17.78523 ,53.86820 ,1.46911 ,8.97782 ,2.40562 
7.51787 ,4.94027 ,3.04682 ,17.78337 ,53.85475 ,1.47016 ,8.98066 ,2.40609 
7.51776 ,4.94414 ,3.05335 ,17.78179 ,53.84176 ,1.47118 ,8.98346 ,2.40656 
7.51745 ,4.94804 ,3.05956 ,17.78021 ,53.82926 ,1.47221 ,8.98622 ,2.40704 
7.51694 ,4.95201 ,3.06548 ,17.77859 ,53.81722 ,1.47326 ,8.98897 ,2.40752 
7.51623 ,4.95611 ,3.07124 ,17.77680 ,53.80558 ,1.47433 ,8.99171 ,2.40800 
7.51536 ,4.96030 ,3.07681 ,17.77490 ,53.79432 ,1.47542 ,8.99442 ,2.40847 
7.51435 ,4.96460 ,3.08231 ,17.77283 ,53.78331 ,1.47653 ,8.99712 ,2.40894 
7.51325 ,4.96892 ,3.08767 ,17.77070 ,53.77259 ,1.47765 ,8.99980 ,2.40940 
7.51207 ,4.97330 ,3.09297 ,17.76850 ,53.76203 ,1.47878 ,9.00248 ,2.40987 
7.51083 ,4.97772 ,3.09821 ,17.76623 ,53.75163 ,1.47992 ,9.00513 ,2.41033 
7.50956 ,4.98214 ,3.10341 ,17.76394 ,53.74134 ,1.48105 ,9.00777 ,2.41078 
7.50827 ,4.98653 ,3.10852 ,17.76165 ,53.73121 ,1.48218 ,9.01039 ,2.41124 
7.50696 ,4.99091 ,3.11361 ,17.75938 ,53.72114 ,1.48331 ,9.01300 ,2.41169 
7.50564 ,4.99530 ,3.11867 ,17.75707 ,53.71114 ,1.48444 ,9.01560 ,2.41214 
7.50432 ,4.99963 ,3.12369 ,17.75479 ,53.70125 ,1.48555 ,9.01817 ,2.41259 
7.50301 ,5.00393 ,3.12864 ,17.75256 ,53.69143 ,1.48666 ,9.02074 ,2.41303 
7.50168 ,5.00826 ,3.13363 ,17.75028 ,53.68162 ,1.48777 ,9.02329 ,2.41347 
7.50037 ,5.01249 ,3.13854 ,17.74807 ,53.67192 ,1.48886 ,9.02582 ,2.41391 
7.49908 ,5.01672 ,3.14344 ,17.74587 ,53.66226 ,1.48995 ,9.02834 ,2.41435 
7.49779 ,5.02087 ,3.14825 ,17.74374 ,53.65271 ,1.49102 ,9.03083 ,2.41478 
7.49651 ,5.02500 ,3.15308 ,17.74161 ,53.64317 ,1.49209 ,9.03331 ,2.41522 
7.49524 ,5.02912 ,3.15788 ,17.73950 ,53.63368 ,1.49316 ,9.03578 ,2.41565 
7.49399 ,5.03319 ,3.16266 ,17.73742 ,53.62423 ,1.49421 ,9.03824 ,2.41607 
7.49275 ,5.03721 ,3.16737 ,17.73539 ,53.61486 ,1.49525 ,9.04067 ,2.41650 
7.49152 ,5.04118 ,3.17208 ,17.73339 ,53.60554 ,1.49628 ,9.04309 ,2.41692 
7.49030 ,5.04515 ,3.17676 ,17.73140 ,53.59623 ,1.49731 ,9.04550 ,2.41734 
7.48909 ,5.04906 ,3.18140 ,17.72945 ,53.58701 ,1.49833 ,9.04789 ,2.41776 
7.48791 ,5.05293 ,3.18604 ,17.72754 ,53.57781 ,1.49934 ,9.05027 ,2.41817 
7.48671 ,5.05679 ,3.19061 ,17.72561 ,53.56871 ,1.50034 ,9.05264 ,2.41859 
7.48556 ,5.06057 ,3.19516 ,17.72379 ,53.55962 ,1.50133 ,9.05498 ,2.41900 
7.48439 ,5.06437 ,3.19971 ,17.72191 ,53.55059 ,1.50232 ,9.05732 ,2.41941 
7.48324 ,5.06810 ,3.20422 ,17.72010 ,53.54160 ,1.50329 ,9.05964 ,2.41981 
7.48211 ,5.07179 ,3.20873 ,17.71832 ,53.53264 ,1.50426 ,9.06194 ,2.42022 
7.48098 ,5.07547 ,3.21317 ,17.71656 ,53.52374 ,1.50522 ,9.06424 ,2.42062 
7.47987 ,5.07910 ,3.21760 ,17.71484 ,53.51489 ,1.50617 ,9.06652 ,2.42102 
7.47875 ,5.08273 ,3.22204 ,17.71308 ,53.50607 ,1.50712 ,9.06879 ,2.42142 
7.47766 ,5.08631 ,3.22643 ,17.71139 ,53.49730 ,1.50806 ,9.07104 ,2.42182 
7.47658 ,5.08984 ,3.23078 ,17.70974 ,53.48857 ,1.50899 ,9.07328 ,2.42221 
7.47550 ,5.09335 ,3.23511 ,17.70810 ,53.47991 ,1.50991 ,9.07551 ,2.42260 
7.47445 ,5.09681 ,3.23943 ,17.70649 ,53.47128 ,1.51082 ,9.07772 ,2.42299 
7.47339 ,5.10026 ,3.24371 ,17.70491 ,53.46270 ,1.51173 ,9.07992 ,2.42338 
7.47235 ,5.10368 ,3.24798 ,17.70332 ,53.45416 ,1.51263 ,9.08211 ,2.42377 
7.47133 ,5.10703 ,3.25219 ,17.70182 ,53.44569 ,1.51352 ,9.08428 ,2.42415 
7.47031 ,5.11037 ,3.25640 ,17.70032 ,53.43722 ,1.51440 ,9.08644 ,2.42453 
7.46930 ,5.11369 ,3.26060 ,17.69882 ,53.42880 ,1.51528 ,9.08859 ,2.42491 
7.46831 ,5.11696 ,3.26474 ,17.69737 ,53.42046 ,1.51615 ,9.09072 ,2.42529 
7.46732 ,5.12022 ,3.26887 ,17.69593 ,53.41212 ,1.51701 ,9.09285 ,2.42567 
7.46632 ,5.12348 ,3.27298 ,17.69448 ,53.40386 ,1.51787 ,9.09497 ,2.42605 
7.46535 ,5.12667 ,3.27706 ,17.69309 ,53.39562 ,1.51872 ,9.09707 ,2.42642 
7.46438 ,5.12984 ,3.28112 ,17.69171 ,53.38743 ,1.51956 ,9.09916 ,2.42679 
7.46342 ,5.13299 ,3.28514 ,17.69036 ,53.37929 ,1.52040 ,9.10124 ,2.42716 
7.46247 ,5.13611 ,3.28916 ,17.68900 ,53.37118 ,1.52123 ,9.10331 ,2.42753 
7.46153 ,5.13920 ,3.29314 ,17.68768 ,53.36314 ,1.52206 ,9.10536 ,2.42789 
7.46060 ,5.14226 ,3.29711 ,17.68640 ,53.35510 ,1.52287 ,9.10740 ,2.42826 
7.45968 ,5.14529 ,3.30105 ,17.68511 ,53.34713 ,1.52369 ,9.10943 ,2.42862 
7.45881 ,5.14828 ,3.30497 ,17.68392 ,53.33911 ,1.52448 ,9.11145 ,2.42897 
7.45793 ,5.15125 ,3.30890 ,17.68273 ,53.33113 ,1.52528 ,9.11346 ,2.42932 
7.45707 ,5.15418 ,3.31279 ,17.68158 ,53.32319 ,1.52607 ,9.11545 ,2.42967 
7.45620 ,5.15713 ,3.31668 ,17.68040 ,53.31528 ,1.52685 ,9.11744 ,2.43003 
7.45535 ,5.16002 ,3.32056 ,17.67925 ,53.30740 ,1.52763 ,9.11942 ,2.43037 
7.45450 ,5.16292 ,3.32440 ,17.67809 ,53.29958 ,1.52841 ,9.12138 ,2.43072 
7.45366 ,5.16580 ,3.32825 ,17.67695 ,53.29177 ,1.52918 ,9.12333 ,2.43106 
7.45282 ,5.16865 ,3.33207 ,17.67582 ,53.28401 ,1.52995 ,9.12527 ,2.43141 
7.45201 ,5.17147 ,3.33586 ,17.67475 ,53.27626 ,1.53071 ,9.12721 ,2.43175 
7.45119 ,5.17429 ,3.33966 ,17.67364 ,53.26853 ,1.53146 ,9.12913 ,2.43209 
7.45037 ,5.17709 ,3.34343 ,17.67255 ,53.26087 ,1.53222 ,9.13105 ,2.43242 
7.44956 ,5.17987 ,3.34718 ,17.67147 ,53.25324 ,1.53297 ,9.13295 ,2.43276 
7.44875 ,5.18265 ,3.35094 ,17.67038 ,53.24561 ,1.53371 ,9.13485 ,2.43310 
7.44795 ,5.18539 ,3.35466 ,17.66932 ,53.23805 ,1.53445 ,9.13673 ,2.43343 
7.44716 ,5.18814 ,3.35838 ,17.66825 ,53.23050 ,1.53519 ,9.13861 ,2.43376 
7.44638 ,5.19085 ,3.36208 ,17.66721 ,53.22298 ,1.53592 ,9.14048 ,2.43409 
7.44559 ,5.19357 ,3.36578 ,17.66616 ,53.21548 ,1.53666 ,9.14235 ,2.43442 
7.44482 ,5.19624 ,3.36944 ,17.66515 ,53.20803 ,1.53738 ,9.14419 ,2.43475 
7.44403 ,5.19892 ,3.37310 ,17.66410 ,53.20064 ,1.53810 ,9.14604 ,2.43508 
7.44327 ,5.20159 ,3.37675 ,17.66307 ,53.19322 ,1.53882 ,9.14787 ,2.43540 
7.44251 ,5.20422 ,3.38039 ,17.66208 ,53.18584 ,1.53954 ,9.14970 ,2.43573 
7.44176 ,5.20684 ,3.38399 ,17.66109 ,53.17850 ,1.54024 ,9.15152 ,2.43605 
7.44101 ,5.20945 ,3.38761 ,17.66010 ,53.17120 ,1.54095 ,9.15332 ,2.43637 
7.44028 ,5.21203 ,3.39117 ,17.65914 ,53.16393 ,1.54165 ,9.15512 ,2.43669 
7.43954 ,5.21460 ,3.39474 ,17.65818 ,53.15669 ,1.54234 ,9.15690 ,2.43701 
7.43880 ,5.21717 ,3.39829 ,17.65720 ,53.14948 ,1.54304 ,9.15869 ,2.43733 
7.43808 ,5.21971 ,3.40181 ,17.65627 ,53.14229 ,1.54373 ,9.16046 ,2.43764 
7.43736 ,5.22224 ,3.40534 ,17.65532 ,53.13513 ,1.54442 ,9.16223 ,2.43796 
7.43665 ,5.22475 ,3.40886 ,17.65439 ,53.12799 ,1.54510 ,9.16398 ,2.43827 
7.43594 ,5.22726 ,3.41234 ,17.65347 ,53.12091 ,1.54578 ,9.16573 ,2.43858 
7.43523 ,5.22974 ,3.41581 ,17.65256 ,53.11385 ,1.54645 ,9.16746 ,2.43890 
7.43454 ,5.23220 ,3.41925 ,17.65167 ,53.10682 ,1.54712 ,9.16919 ,2.43921 
7.43385 ,5.23467 ,3.42271 ,17.65076 ,53.09979 ,1.54779 ,9.17092 ,2.43951 
7.43315 ,5.23711 ,3.42615 ,17.64986 ,53.09280 ,1.54846 ,9.17264 ,2.43982 
7.43247 ,5.23953 ,3.42955 ,17.64900 ,53.08585 ,1.54912 ,9.17434 ,2.44013 
7.43179 ,5.24196 ,3.43295 ,17.64811 ,53.07893 ,1.54978 ,9.17605 ,2.44044 
7.43111 ,5.24436 ,3.43636 ,17.64724 ,53.07202 ,1.55043 ,9.17774 ,2.44074 
7.43044 ,5.24675 ,3.43975 ,17.64637 ,53.06514 ,1.55109 ,9.17942 ,2.44104 
